ais,municipio,arma_utilizada,natureza_fato,data,sexo_vitima,idade_vitima,id_base,dummy_contagem
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-24,MASCULINO,22,1,1
AIS 12,Maracanaú,Arma branca,HOMICIDIO DOLOSO,2013-01-24,MASCULINO,13,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-24,MASCULINO,18,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2013-01-24,MASCULINO,53,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-24,MASCULINO,27,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-24,MASCULINO,18,1,1
AIS 21,Ipaumirim,Arma branca,HOMICIDIO DOLOSO,2013-01-24,MASCULINO,23,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,35,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,20,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,22,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,19,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,41,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,27,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,21,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,17,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,23,1,1
AIS 20,Morada Nova,Outros meios,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,34,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-25,MASCULINO,19,1,1
AIS 14,Sobral,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,18,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,16,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,36,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,22,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,16,1,1
AIS 17,Pentecoste,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,43,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,FEMININO,19,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,27,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,19,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,26,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,26,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,24,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,14,1,1
AIS 21,Icó,Arma de fogo,HOMICIDIO DOLOSO,2013-01-26,MASCULINO,51,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,18,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,FEMININO,19,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,16,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,17,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,29,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,21,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,18,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,24,1,1
AIS 15,Acarape,Arma branca,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,30,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,26,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,18,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,19,1,1
AIS 16,Santa Quitéria,Outros meios,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,60,1,1
AIS 16,Novo Oriente,Arma de fogo,HOMICIDIO DOLOSO,2013-01-27,FEMININO,21,1,1
AIS 20,Banabuiú,Arma branca,HOMICIDIO DOLOSO,2013-01-27,MASCULINO,28,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,21,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,19,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,42,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,38,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,22,1,1
AIS 12,Itaitinga,Arma branca,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,24,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,20,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,17,1,1
AIS 18,Tabuleiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,31,1,1
AIS 20,Senador Pompeu,Arma de fogo,HOMICIDIO DOLOSO,2013-01-28,MASCULINO,16,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,40,1,1
AIS 12,Itaitinga,Outros meios,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,40,1,1
AIS 17,Acaraú,Arma de fogo,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,55,1,1
AIS 17,Acaraú,Arma de fogo,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,38,1,1
AIS 21,Jucás,Arma de fogo,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,45,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,15,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,27,1,1
AIS 2,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,18,1,1
AIS 17,Tururu,Arma branca,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,38,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,21,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-01-29,MASCULINO,45,1,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2013-01-30,MASCULINO,22,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-30,MASCULINO,27,1,1
AIS 18,Jaguaruana,Arma de fogo,HOMICIDIO DOLOSO,2013-01-30,MASCULINO,21,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-01-30,MASCULINO,29,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-30,FEMININO,26,1,1
AIS 17,Cruz,Arma de fogo,HOMICIDIO DOLOSO,2013-01-30,MASCULINO,26,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-30,MASCULINO,28,1,1
AIS 18,São João do Jaguaribe,Arma de fogo,HOMICIDIO DOLOSO,2013-01-30,MASCULINO,34,1,1
AIS 22,Catarina,Arma branca,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,30,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,19,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,26,1,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,59,1,1
AIS 4,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,41,1,1
AIS 7,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2013-01-31,FEMININO,24,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,22,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,32,1,1
AIS 15,Barreira,Arma de fogo,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,38,1,1
AIS 13,Eusébio,Arma branca,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,37,1,1
AIS 18,Quixeré,Arma de fogo,HOMICIDIO DOLOSO,2013-01-31,MASCULINO,21,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-02-01,MASCULINO,21,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-01,MASCULINO,20,1,1
AIS 18,Aracati,Arma de fogo,HOMICIDIO DOLOSO,2013-02-01,MASCULINO,22,1,1
AIS 19,Milagres,Arma de fogo,HOMICIDIO DOLOSO,2013-02-01,MASCULINO,33,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-01,MASCULINO,24,1,1
AIS 17,Acaraú,Arma branca,HOMICIDIO DOLOSO,2013-02-01,MASCULINO,25,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-01,MASCULINO,20,1,1
AIS 6,Fortaleza,Outros meios,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,21,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,28,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,18,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,17,1,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,17,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,16,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,64,1,1
AIS 12,Maracanaú,Arma branca,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,28,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,23,1,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,27,1,1
AIS 18,Beberibe,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,26,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-02,MASCULINO,31,1,1
AIS 13,Cascavel,Arma branca,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,28,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,30,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,16,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,37,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,29,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,23,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,44,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,16,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,18,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,33,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,19,1,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,54,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,30,1,1
AIS 13,Horizonte,Arma de fogo,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,18,1,1
AIS 16,Poranga,Arma branca,HOMICIDIO DOLOSO,2013-02-03,MASCULINO,16,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-02-04,MASCULINO,37,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-04,MASCULINO,17,1,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2013-02-04,MASCULINO,34,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-04,MASCULINO,20,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2013-02-04,MASCULINO,26,1,1
AIS 17,Pentecoste,Arma branca,HOMICIDIO DOLOSO,2013-02-04,MASCULINO,19,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-04,MASCULINO,22,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2013-02-04,FEMININO,40,1,1
AIS 12,Maracanaú,Arma branca,HOMICIDIO DOLOSO,2013-02-04,FEMININO,27,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-05,MASCULINO,21,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-05,MASCULINO,22,1,1
AIS 15,Pacoti,Arma branca,HOMICIDIO DOLOSO,2013-02-05,MASCULINO,24,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2013-02-05,MASCULINO,20,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-05,MASCULINO,69,1,1
AIS 15,Boa Viagem,Arma branca,HOMICIDIO DOLOSO,2013-02-05,MASCULINO,51,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-06,MASCULINO,16,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2013-02-06,MASCULINO,19,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-06,MASCULINO,28,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-02-06,MASCULINO,32,1,1
AIS 12,Itaitinga,Arma branca,HOMICIDIO DOLOSO,2013-02-06,MASCULINO,60,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-06,MASCULINO,23,1,1
AIS 10,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2013-02-06,MASCULINO,37,1,1
AIS 18,Tabuleiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-02-06,MASCULINO,44,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,16,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,44,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,17,1,1
AIS 4,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,47,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,41,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,35,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,20,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,28,1,1
AIS 19,Barbalha,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,31,1,1
AIS 21,Ipaumirim,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,28,1,1
AIS 20,Quixadá,Arma de fogo,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,18,1,1
AIS 17,Amontada,Arma branca,HOMICIDIO DOLOSO,2013-02-07,MASCULINO,22,1,1
AIS 13,Pacajus,Arma de fogo,HOMICIDIO DOLOSO,2013-02-08,MASCULINO,23,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-08,MASCULINO,23,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-08,MASCULINO,21,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-02-08,MASCULINO,16,1,1
AIS 20,Morada Nova,Arma de fogo,HOMICIDIO DOLOSO,2013-02-08,MASCULINO,15,1,1
AIS 17,Pentecoste,Arma branca,HOMICIDIO DOLOSO,2013-02-08,MASCULINO,31,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,35,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,33,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,17,1,1
AIS 11,São Gonçalo do Amarante,Arma branca,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,18,1,1
AIS 6,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,47,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,20,1,1
AIS 12,Pacatuba,Arma de fogo,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,19,1,1
AIS 14,Massapê,Arma branca,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,30,1,1
AIS 12,Maracanaú,Arma de fogo,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,20,1,1
AIS 18,São João do Jaguaribe,Arma de fogo,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,41,1,1
AIS 18,São João do Jaguaribe,Arma de fogo,HOMICIDIO DOLOSO,2013-02-09,MASCULINO,61,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,26,1,1
AIS 17,Uruburetama,Arma de fogo,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,22,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,13,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,59,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,26,1,1
AIS 19,Missão Velha,Arma branca,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,60,1,1
AIS 13,Aquiraz,Arma branca,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,26,1,1
AIS 14,Sobral,Arma branca,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,15,1,1
AIS 17,Acaraú,Arma branca,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,52,1,1
AIS 19,Porteiras,Arma de fogo,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,29,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,26,1,1
AIS 9,Fortaleza,Arma branca,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,31,1,1
AIS 17,Paracuru,Arma de fogo,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,21,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-02-10,MASCULINO,37,1,1
AIS 15,Itapiúna,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,28,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,37,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,39,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,16,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,25,1,1
AIS 19,Missão Velha,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,19,1,1
AIS 19,Barbalha,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,30,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,53,1,1
AIS 15,Canindé,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,24,1,1
AIS 21,Icó,Arma de fogo,HOMICIDIO DOLOSO,2013-02-11,MASCULINO,16,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-12,MASCULINO,19,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-02-12,MASCULINO,34,1,1
AIS 12,Itaitinga,Arma de fogo,HOMICIDIO DOLOSO,2013-02-12,MASCULINO,35,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-12,MASCULINO,26,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-12,MASCULINO,31,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-12,MASCULINO,18,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-12,MASCULINO,46,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-02-12,MASCULINO,36,1,1
AIS 20,Pedra Branca,Arma de fogo,HOMICIDIO DOLOSO,2013-02-12,MASCULINO,34,1,1
AIS 1,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-13,MASCULINO,30,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-13,MASCULINO,18,1,1
AIS 18,Russas,Arma de fogo,HOMICIDIO DOLOSO,2013-02-13,FEMININO,51,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-13,MASCULINO,19,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2013-02-13,MASCULINO,37,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-13,MASCULINO,15,1,1
AIS 15,Mulungu,Arma branca,HOMICIDIO DOLOSO,2013-02-13,MASCULINO,27,1,1
AIS 19,Crato,Arma de fogo,HOMICIDIO DOLOSO,2013-02-13,MASCULINO,25,1,1
AIS 16,Novo Oriente,Arma de fogo,HOMICIDIO DOLOSO,2013-02-13,MASCULINO,36,1,1
AIS 21,Acopiara,Arma de fogo,HOMICIDIO DOLOSO,2013-02-13,MASCULINO,32,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,15,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,15,1,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,17,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,20,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,16,1,1
AIS 20,Quixadá,Arma branca,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,52,1,1
AIS 11,Caucaia,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,22,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,33,1,1
AIS 18,Tabuleiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,67,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,52,1,1
AIS 18,Potiretama,Arma de fogo,HOMICIDIO DOLOSO,2013-02-14,MASCULINO,32,1,1
AIS 17,Paracuru,Arma de fogo,HOMICIDIO DOLOSO,2013-02-15,MASCULINO,25,1,1
AIS 2,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-15,MASCULINO,17,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-15,MASCULINO,18,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-15,MASCULINO,21,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-15,MASCULINO,25,1,1
AIS 9,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-15,FEMININO,27,1,1
AIS 17,Itarema,Arma de fogo,HOMICIDIO DOLOSO,2013-02-15,MASCULINO,29,1,1
AIS 13,Eusébio,Arma de fogo,HOMICIDIO DOLOSO,2013-02-15,MASCULINO,20,1,1
AIS 5,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-15,MASCULINO,21,1,1
AIS 19,Missão Velha,Arma de fogo,HOMICIDIO DOLOSO,2013-02-16,MASCULINO,33,1,1
AIS 13,Aquiraz,Arma de fogo,HOMICIDIO DOLOSO,2013-02-16,MASCULINO,36,1,1
AIS 6,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-16,MASCULINO,39,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-16,MASCULINO,17,1,1
AIS 10,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-16,MASCULINO,18,1,1
AIS 19,Juazeiro do Norte,Arma de fogo,HOMICIDIO DOLOSO,2013-02-16,FEMININO,6,1,1
AIS 12,Maranguape,Arma de fogo,HOMICIDIO DOLOSO,2013-02-16,MASCULINO,47,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-16,MASCULINO,71,1,1
AIS 3,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-16,MASCULINO,30,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-17,MASCULINO,33,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-17,MASCULINO,21,1,1
AIS 8,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-17,MASCULINO,28,1,1
AIS 7,Fortaleza,Arma de fogo,HOMICIDIO DOLOSO,2013-02-17,MASCULINO,19,1,1
AIS 21,Saboeiro,Arma de fogo,HOMICIDIO DOLOSO,2013-02-17,MASCULINO,35,1,1
